,Request Id,prefill_time_execution_plus_preemption_normalized,cdf
73,73,7.543639305329641e-05,0.0078125
76,76,7.543639305329641e-05,0.015625
77,77,7.543639305329641e-05,0.0234375
78,78,7.543639305329641e-05,0.03125
79,79,7.543639305329641e-05,0.0390625
83,83,7.543639305329641e-05,0.046875
84,84,7.543639305329641e-05,0.0546875
85,85,7.543639305329641e-05,0.0625
86,86,7.543639305329641e-05,0.0703125
87,89,7.543639305329641e-05,0.078125
88,87,7.543639305329641e-05,0.0859375
89,88,7.543639305329641e-05,0.09375
92,92,7.543639305329641e-05,0.1015625
93,93,7.543639305329641e-05,0.109375
94,94,7.543639305329641e-05,0.1171875
95,95,7.543639305329641e-05,0.125
96,96,7.543639305329641e-05,0.1328125
97,97,7.543639305329641e-05,0.140625
98,98,7.543639305329641e-05,0.1484375
99,99,7.543639305329641e-05,0.15625
102,102,7.543639305329641e-05,0.1640625
103,103,7.543639305329641e-05,0.171875
106,105,7.543639305329641e-05,0.1796875
109,109,7.543639305329641e-05,0.1875
110,110,7.543639305329641e-05,0.1953125
111,111,7.543639305329641e-05,0.203125
112,112,7.543639305329641e-05,0.2109375
113,113,7.543639305329641e-05,0.21875
114,114,7.543639305329641e-05,0.2265625
115,115,7.543639305329641e-05,0.234375
116,116,7.543639305329641e-05,0.2421875
117,117,7.543639305329641e-05,0.25
118,118,7.543639305329641e-05,0.2578125
121,121,7.543639305329641e-05,0.265625
122,122,7.543639305329641e-05,0.2734375
123,123,7.543639305329641e-05,0.28125
125,125,7.543639305329641e-05,0.2890625
126,126,7.543639305329641e-05,0.296875
127,127,7.543639305329641e-05,0.3046875
22,22,7.543639305329988e-05,0.3125
24,24,7.543639305329988e-05,0.3203125
25,25,7.543639305329988e-05,0.328125
26,26,7.543639305329988e-05,0.3359375
27,27,7.543639305329988e-05,0.34375
29,29,7.543639305329988e-05,0.3515625
30,30,7.543639305329988e-05,0.359375
31,31,7.543639305329988e-05,0.3671875
32,32,7.543639305329988e-05,0.375
33,33,7.543639305329988e-05,0.3828125
34,34,7.543639305329988e-05,0.390625
35,35,7.543639305329988e-05,0.3984375
4,4,7.543639305330075e-05,0.40625
7,6,7.543639305330075e-05,0.4140625
8,8,7.543639305330075e-05,0.421875
11,12,7.543639305330075e-05,0.4296875
0,0,7.543639305330097e-05,0.4375
1,1,7.543639305330097e-05,0.4453125
2,2,7.543639305330097e-05,0.453125
12,13,7.543639305330162e-05,0.4609375
14,14,7.543639305330162e-05,0.46875
17,17,7.543639305330162e-05,0.4765625
18,18,7.543639305330162e-05,0.484375
19,19,7.543639305330162e-05,0.4921875
21,21,7.543639305330162e-05,0.5
36,36,7.543639305330335e-05,0.5078125
37,37,7.543639305330335e-05,0.515625
38,38,7.543639305330335e-05,0.5234375
39,39,7.543639305330335e-05,0.53125
40,41,7.543639305330335e-05,0.5390625
41,40,7.543639305330335e-05,0.546875
45,45,7.543639305330335e-05,0.5546875
47,47,7.543639305330335e-05,0.5625
50,50,7.543639305330335e-05,0.5703125
53,53,7.543639305330335e-05,0.578125
54,54,7.543639305330335e-05,0.5859375
55,55,7.543639305330335e-05,0.59375
57,57,7.543639305330335e-05,0.6015625
58,58,7.543639305330335e-05,0.609375
60,60,7.543639305330335e-05,0.6171875
63,63,7.543639305330335e-05,0.625
64,64,7.543639305330335e-05,0.6328125
65,65,7.543639305330335e-05,0.640625
66,67,7.543639305330335e-05,0.6484375
68,68,7.543639305330335e-05,0.65625
69,69,7.543639305330335e-05,0.6640625
70,70,7.543639305330335e-05,0.671875
71,71,7.543639305330335e-05,0.6796875
72,72,7.543639305330335e-05,0.6875
90,90,8.313241622071033e-05,0.6953125
23,23,8.313241622071726e-05,0.703125
10,9,8.313241622071813e-05,0.7109375
44,43,8.331074955404e-05,0.71875
3,3,8.331074955405084e-05,0.7265625
107,107,8.331074955406081e-05,0.734375
48,48,8.336272872071226e-05,0.7421875
61,61,8.336272872071226e-05,0.75
9,10,8.336272872071747e-05,0.7578125
15,15,8.336272872071747e-05,0.765625
80,80,8.336272872072614e-05,0.7734375
56,56,8.338158288737768e-05,0.78125
5,5,8.338158288738462e-05,0.7890625
74,74,8.338158288738462e-05,0.796875
91,91,8.338158288738462e-05,0.8046875
101,101,8.338158288738462e-05,0.8125
105,106,8.348554122071528e-05,0.8203125
120,120,8.348554122071528e-05,0.828125
20,20,8.348554122071701e-05,0.8359375
42,42,8.348554122072221e-05,0.84375
75,75,8.353106205404026e-05,0.8515625
100,100,8.353106205404026e-05,0.859375
28,28,8.353106205405067e-05,0.8671875
49,49,8.353106205405414e-05,0.875
67,66,8.353106205405414e-05,0.8828125
59,59,8.359835372071661e-05,0.890625
6,7,8.359835372071748e-05,0.8984375
16,16,8.359835372071835e-05,0.90625
82,82,8.359835372072355e-05,0.9140625
104,104,8.359835372072355e-05,0.921875
119,119,8.359835372072355e-05,0.9296875
124,124,8.359835372072355e-05,0.9375
81,81,8.364772872072879e-05,0.9453125
52,52,8.523447196904371e-05,0.953125
46,46,8.528353446904391e-05,0.9609375
13,11,8.531624280238171e-05,0.96875
108,108,8.531624280239125e-05,0.9765625
43,44,8.551384696904585e-05,0.984375
62,62,8.551384696904585e-05,0.9921875
51,51,8.555738863571388e-05,1.0
