,Request Id,decode_time_execution_plus_preemption_normalized,cdf
24,25,0.010155963312532282,0.0078125
0,0,0.010155963312533066,0.015625
35,35,0.010155963312534044,0.0234375
63,63,0.010155963312534044,0.03125
71,71,0.010155963312534044,0.0390625
85,85,0.010155963312537597,0.046875
86,86,0.010155963312537597,0.0546875
110,110,0.010155963312537597,0.0625
123,123,0.010155963312537597,0.0703125
127,127,0.010155963312537597,0.078125
102,102,0.010235087979202528,0.0859375
114,114,0.01043901631253591,0.09375
99,99,0.010449671472404276,0.1015625
53,53,0.01050396881253493,0.109375
120,120,0.010515211062532781,0.1171875
109,109,0.01055989013906855,0.125
98,98,0.010580499055735826,0.1328125
80,81,0.01067523772920026,0.140625
59,59,0.010694807562532965,0.1484375
118,118,0.010695268555735826,0.15625
37,37,0.010728567812534895,0.1640625
97,97,0.010780219479194164,0.171875
84,84,0.010850359979194146,0.1796875
95,95,0.010937134145861727,0.1875
58,58,0.010941032395867634,0.1953125
20,20,0.010949486979199216,0.203125
96,96,0.010968375889063242,0.2109375
94,94,0.010969060145860354,0.21875
36,36,0.011010117722402124,0.2265625
32,32,0.011016666645867035,0.234375
62,62,0.011025038979200208,0.2421875
83,83,0.011048456972396259,0.25
100,100,0.011055256305728844,0.2578125
33,33,0.011058518472401246,0.265625
57,57,0.011163159889068491,0.2734375
34,34,0.011166881639068704,0.28125
93,93,0.011201089139061482,0.2890625
64,64,0.01122709440479061,0.296875
82,82,0.011280172229196306,0.3046875
60,60,0.011320042521929086,0.3125
15,15,0.011325654812533177,0.3203125
77,77,0.011371762528721352,0.328125
68,68,0.011415436812534291,0.3359375
31,31,0.011441296528728717,0.34375
61,61,0.011444517028728063,0.3515625
70,70,0.011457915229200255,0.359375
101,101,0.01150196027192485,0.3671875
54,54,0.01151085002192928,0.375
38,38,0.011541610404790736,0.3828125
119,119,0.011615943139059559,0.390625
76,76,0.011645583578249574,0.3984375
66,67,0.011716102362062025,0.40625
23,23,0.01172039730573439,0.4140625
22,22,0.011741908028727724,0.421875
113,113,0.011773452028728426,0.4296875
69,69,0.011774059528727954,0.4375
111,111,0.011782065355262883,0.4453125
30,30,0.011784980911589665,0.453125
29,29,0.011804550744922718,0.4609375
56,56,0.011811445862060177,0.46875
21,21,0.0118255479385952,0.4765625
65,65,0.01185065160526319,0.484375
117,117,0.011891920362054775,0.4921875
121,121,0.011975488132064116,0.5
67,66,0.0119829174949235,0.5078125
112,112,0.01200088591158982,0.515625
81,80,0.01202632111205687,0.5234375
17,17,0.012034058652732611,0.53125
19,19,0.012036252612060913,0.5390625
55,55,0.012037049411588396,0.546875
116,116,0.012072907411584677,0.5546875
6,6,0.01207825523812327,0.5625
48,48,0.012103892395869315,0.5703125
92,92,0.01210827427872363,0.578125
115,115,0.012113081321454056,0.5859375
5,5,0.012144442979266725,0.59375
14,14,0.01219872390953141,0.6015625
79,79,0.01221117341158623,0.609375
18,18,0.012221158204211081,0.6171875
28,28,0.012222555744921995,0.625
25,24,0.012268990071456057,0.6328125
4,4,0.012285213576197756,0.640625
73,73,0.012287460828252272,0.6484375
78,78,0.012295669571454393,0.65625
72,72,0.01231068632145313,0.6640625
75,75,0.012320774411583524,0.671875
16,16,0.012363385452260768,0.6796875
39,39,0.012371558294451607,0.6875
74,74,0.012387800994917486,0.6953125
126,126,0.012406114395868029,0.703125
27,27,0.012460464744921587,0.7109375
125,125,0.01260645900795454,0.71875
26,26,0.012682518961116052,0.7265625
13,13,0.012693881661589204,0.734375
10,10,0.01269517521111686,0.7421875
108,108,0.012707665722397343,0.75
3,3,0.012735656959059111,0.7578125
1,1,0.012836109001788191,0.765625
2,2,0.012912155508586943,0.7734375
11,12,0.012922871211117098,0.78125
124,124,0.012955563672670867,0.7890625
122,122,0.01298777088886166,0.796875
52,52,0.012993376362063297,0.8046875
107,107,0.013106053679465046,0.8125
12,11,0.013116174923196326,0.8203125
47,47,0.013156720429469748,0.828125
7,7,0.013217699632591718,0.8359375
91,91,0.013316445228995,0.84375
9,9,0.013368708139390728,0.8515625
51,51,0.013406896228997767,0.859375
104,104,0.013523339458852868,0.8671875
46,46,0.013527674443134213,0.875
8,8,0.013538546064874233,0.8828125
42,42,0.013540063091716403,0.890625
41,41,0.013547418625524027,0.8984375
103,103,0.013549944175047679,0.90625
45,45,0.013587952776262041,0.9140625
106,106,0.013603218443130893,0.921875
90,90,0.013635900276464996,0.9296875
50,50,0.01372031709593216,0.9375
43,43,0.013726071909329701,0.9453125
40,40,0.01374880803539194,0.953125
44,44,0.013769823659123548,0.9609375
49,49,0.013781163893402476,0.96875
105,105,0.013832911492658362,0.9765625
89,89,0.013867492909326151,0.984375
88,88,0.014030219704006086,0.9921875
87,87,0.014263385202055112,1.0
